id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
1,4e3e08f77ca9e77b087f0a9bc342b98b,2024-09-08T00:00:00,0,Москва,2015,Ольга,Великая,8,Лампочка LED,3,900
2,e44b702c69cc1fbee5e55dfaa186c5d2,2024-09-08T00:00:00,1,Ростов,8118,Снежанна,Федорова,1,Молоко 3%,5,600
3,f73c6e049ee570d99635e0da04b9cdb6,2024-09-08T00:00:00,1,Ростов,2305,Петр,Смирнов,11,Хлеб ржаной,3,60
4,db39f0a4588e62b16481c796d1f6b0a6,2024-09-08T00:00:00,1,Ростов,9113,Надежда,Федорова,4,Сахар песок,5,250
5,9288fd9c320b0adfe792aa27b2330e37,2024-09-08T00:00:00,1,Ростов,9616,Надежда,Егорова,1,Молоко 3%,2,240
6,43531c56551c3abf0b7ec12dcc50f525,2024-09-08T00:00:00,0,Москва,5000,Александр,Иванов,0,Молоко 1%,1,100
7,8916c44ca3773f971a93622bc72f40a3,2024-09-08T00:00:00,1,Ростов,1803,Евгений,Михайлов,7,Средство для мытья посуды,1,200
8,497eb4d733b7df33d5e4aef7b519fa6f,2024-09-08T00:00:00,2,Ярославль,5,Иван,Иванов,9,Ручка шариковая,3,135
9,7bec3d155bec62e7bdc87fd08af64715,2024-09-08T00:00:00,1,Ростов,1401,Евгений,Кузнецов,3,Устройство для нагревания табака Трубка Мира,3,1500
10,1fae50c74c19fb39bcf2b9495bdad453,2024-09-08T00:00:00,1,Ростов,1602,Евгений,Васильев,3,Устройство для нагревания табака Трубка Мира,1,500
11,dea3e756f6b2fb2f816fe06975a042b0,2024-09-08T00:00:00,0,Москва,2313,Ольга,Волкова,7,Средство для мытья посуды,1,200
12,405517308794da5418ba2706122a747a,2024-09-08T00:00:00,1,Ростов,7412,Анна,Алексеева,2,Молоко 5%,1,150
13,67f777005e93e91d02f3e28c4df0b0a9,2024-09-08T00:00:00,1,Ростов,3600,Олег,Васильев,5,Яблоко молодильное,5,2000
14,dc0945de074032dc28e7e5c059effebe,2024-09-08T00:00:00,2,Ярославль,1700,Евгений,Соколов,5,Яблоко молодильное,3,1200
15,33ff293320a411102498c3d52aa01258,2024-09-08T00:00:00,0,Москва,3207,Олег,Сидоров,1,Молоко 3%,1,120
16,26e44199173c5a4d1d7bd6148283476c,2024-09-08T00:00:00,0,Москва,1909,Евгений,Новиков,6,Яблоко,4,560
17,dc8e1aefe031f3024a36bad677249919,2024-09-08T00:00:00,1,Ростов,711,Александра,Павлова,6,Яблоко,2,280
18,0438e5c715adc1a7d5d198d8749f0e19,2024-09-08T00:00:00,0,Москва,4211,Екатерина,Морозова,7,Средство для мытья посуды,2,400
19,4c775cd2198ab8e9d38f5932a750471c,2024-09-08T00:00:00,2,Ярославль,8815,Снежанна,Козлова,5,Яблоко молодильное,3,1200
20,5432fffcafb707e3ffd320363cb9ecad,2024-09-08T00:00:00,0,Москва,4413,Екатерина,Алексеева,8,Лампочка LED,4,1200
21,7b86da1f8cc4815448f84372cd911b4f,2024-09-08T00:00:00,1,Ростов,4608,Сергей,Васильев,8,Лампочка LED,1,300
22,cb0cdbaff19eb402ae5c3051f11c0f16,2024-09-08T00:00:00,2,Ярославль,107,Иван,Петров,9,Ручка шариковая,2,90
23,feb6c0533c8888e57e4bf665c77bacd2,2024-09-08T00:00:00,2,Ярославль,6616,Елизавета,Егорова,7,Средство для мытья посуды,5,1000
24,50676904f5b010bd546625c259baed9c,2024-09-08T00:00:00,2,Ярославль,5605,Александр,Васильев,8,Лампочка LED,1,300
25,7f1d7ad6f64681a576b24e6fee8040d1,2024-09-08T00:00:00,0,Москва,5306,Александр,Смирнов,3,Устройство для нагревания табака Трубка Мира,3,1500
26,5de4385f69361e8f5e93ae1194b0acd2,2024-09-08T00:00:00,0,Москва,7500,Константин,Попов,3,Устройство для нагревания табака Трубка Мира,1,500
27,ed3fe982eda8d2657f0f4e4319bc5372,2024-09-08T00:00:00,2,Ярославль,8808,Геннадий,Михайлов,7,Средство для мытья посуды,4,800
28,69f6f2107aa82c0a882f387f9d89b0e4,2024-09-08T00:00:00,2,Ярославль,4911,Екатерина,Орлова,5,Яблоко молодильное,5,2000
29,b543025a56b4ee29a55d6274a666d0a1,2024-09-08T00:00:00,0,Москва,4210,Екатерина,Морозова,4,Сахар песок,4,200
30,64ad874c1ff517ffce8d2a63f97b8283,2024-09-08T00:00:00,2,Ярославль,5014,Оксана,Великая,11,Хлеб ржаной,3,60
31,16059d186860328c187c58f3a82c01a0,2024-09-08T00:00:00,0,Москва,1901,Евгений,Новиков,11,Хлеб ржаной,3,60
32,815cb7adf8acd122735ac81c0e620415,2024-09-08T00:00:00,0,Москва,8315,Снежанна,Волкова,3,Устройство для нагревания табака Трубка Мира,1,500
33,faeb59e85cf0aa0a02bc2ee4da03c6f4,2024-09-08T00:00:00,2,Ярославль,1806,Евгений,Михайлов,10,Томаты,2,100
34,fd1fdb5ceb06993038aa1ae95bdea071,2024-09-08T00:00:00,1,Ростов,2600,Петр,Васильев,4,Сахар песок,3,150
35,9dab07e393893cc73c64412b1c254291,2024-09-08T00:00:00,1,Ростов,6812,Елизавета,Козлова,9,Ручка шариковая,1,45
36,8dddc333fe558c15cd801cf80d9aa75a,2024-09-08T00:00:00,2,Ярославль,4804,Сергей,Михайлов,3,Устройство для нагревания табака Трубка Мира,3,1500
37,865b31aa27f53de3f82ff61cd8fde399,2024-09-08T00:00:00,2,Ярославль,3809,Олег,Михайлов,0,Молоко 1%,5,500
38,aa9473008323573db6d1a4e0288fac0b,2024-09-08T00:00:00,0,Москва,9011,Надежда,Великая,6,Яблоко,2,280
39,83ed84220e9d6cd1199e7da39a64d685,2024-09-08T00:00:00,0,Москва,9017,Надежда,Великая,1,Молоко 3%,2,240
40,7074939c1d776b64bd49e34572eff7df,2024-09-08T00:00:00,2,Ярославль,4108,Сергей,Петров,1,Молоко 3%,2,240
41,d8e145c9d35a493b34d97d81d9ce496b,2024-09-08T00:00:00,1,Ростов,1917,Евгения,Орлова,7,Средство для мытья посуды,3,600
42,cad46a7ff1c696694e98295accdb923d,2024-09-08T00:00:00,1,Ростов,6902,Алексей,Новиков,2,Молоко 5%,5,750
43,c88c2eb26d0285403c2e5ada731d495b,2024-09-08T00:00:00,2,Ярославль,900,Иван,Новиков,9,Ручка шариковая,2,90
44,baeebe15472cd89e17752802ad107197,2024-09-08T00:00:00,0,Москва,2912,Ольга,Орлова,0,Молоко 1%,2,200
45,5278695b79dbf6ddd5573975364ea284,2024-09-08T00:00:00,0,Москва,5602,Александр,Васильев,9,Ручка шариковая,4,180
46,b2d8a6042436488863cc792def4af510,2024-09-08T00:00:00,1,Ростов,1903,Евгений,Новиков,1,Молоко 3%,4,480
47,995fd0a4bce925ddaa19906d408573bd,2024-09-08T00:00:00,1,Ростов,1402,Евгений,Кузнецов,8,Лампочка LED,1,300
48,78913d23c0ba128a9c6016d74385cecf,2024-09-08T00:00:00,1,Ростов,9900,Эдуард,Новиков,2,Молоко 5%,4,600
49,12a19f752b2bb7c3fe7cb4a37bebcf6f,2024-09-08T00:00:00,0,Москва,9402,Эдуард,Кузнецов,5,Яблоко молодильное,3,1200
50,32118eb1a774c008c2e5aae788e0daec,2024-09-08T00:00:00,1,Ростов,210,Александра,Морозова,5,Яблоко молодильное,1,400
51,3c3ba62b2dd2e3508214373bcda7f1b0,2024-09-08T00:00:00,2,Ярославль,4305,Сергей,Смирнов,2,Молоко 5%,1,150
52,0a6c2eb58416587457701e581b90b9fa,2024-09-08T00:00:00,2,Ярославль,2511,Ольга,Лебедева,2,Молоко 5%,3,450
53,476966f3946a17aa4ce8906ed44a6726,2024-09-08T00:00:00,0,Москва,4001,Сергей,Иванов,2,Молоко 5%,2,300
54,025f5f7ccc720b6dc3dbebdf7e0a46f4,2024-09-08T00:00:00,2,Ярославль,314,Александра,Волкова,0,Молоко 1%,5,500
55,21b84b1bea19df1a6fcc2909e3de9121,2024-09-08T00:00:00,1,Ростов,2511,Ольга,Лебедева,2,Молоко 5%,3,450
56,476966f3946a17aa4ce8906ed44a6726,2024-09-08T00:00:00,0,Москва,4001,Сергей,Иванов,2,Молоко 5%,2,300
57,025f5f7ccc720b6dc3dbebdf7e0a46f4,2024-09-08T00:00:00,2,Ярославль,314,Александра,Волкова,0,Молоко 1%,5,500
58,21b84b1bea19df1a6fcc2909e3de9121,2024-09-08T00:00:00,1,Ростов,2511,Ольга,Лебедева,2,Молоко 5%,3,450
59,476966f3946a17aa4ce8906ed44a6726,2024-09-08T00:00:00,0,Москва,4001,Сергей,Иванов,2,Молоко 5%,2,300
60,025f5f7ccc720b6dc3dbebdf7e0a46f4,2024-09-08T00:00:00,2,Ярославль,314,Александра,Волкова,0,Молоко 1%,5,500
61,21b84b1bea19df1a6fcc2909e3de9121,2024-09-08T00:00:00,1,Ростов,2511,Ольга,Лебедева,2,Молоко 5%,3,450
62,476966f3946a17aa4ce8906ed44a6726,2024-09-08T00:00:00,0,Москва,4001,Сергей,Иванов,2,Молоко 5%,2,300
63,025f5f7ccc720b6dc3dbebdf7e0a46f4,2024-09-08T00:00:00,2,Ярославль,314,Александра,Волкова,0,Молоко 1%,5,500
64,21b84b1bea19df1a6fcc2909e3de9121,2024-09-08T00:00:00,1,Ростов,2511,Ольга,Лебедева,2,Молоко 5%,3,450
65,476966f3946a17aa4ce8906ed44a6726,2024-09-08T00:00:00,0,Москва,4001,Сергей,Иванов,2,Молоко 5%,2,300
66,025f5f7ccc720b6dc3dbebdf7e0a46f4,2024-09-08T00:00:00,2,Ярославль,314,Александра,Волкова,0,Молоко 1%,5,500
67,21b84b1bea19df1a6fcc2909e3de9121,2024-09-08T00:00:00,1,Ростов,2511,Ольга,Лебедева,2,Молоко 5%,3,450
68,476966f3946a17aa4ce8906ed44a6726,2024-09-08T00:00:00,0,Москва,4001,Сергей,Иванов,2,Молоко 5%,2,300
69,025f5f7ccc720b6dc3dbebdf7e0a46f4,2024-09-08T00:00:00,2,Ярославль,314,Александра,Волкова,0,Молоко 1%,5,500
70,21b84b1bea19df1a6fcc2909e3de9121,2024-09-08T00:00:00,1,Ростов,2511,Ольга,Лебедева,2,Молоко 5%,3,450
71,476966f3946a17aa4ce8906ed44a6726,2024-09-08T00:00:00,0,Москва,4001,Сергей,Иванов,2,Молоко 5%,2,300
72,025f5f7ccc720b6dc3dbebdf7e0a46f4,2024-09-08T00:00:00,2,Ярославль,314,Александра,Волкова,0,Молоко 1%,5,500
73,21b84b1bea19df1a6fcc2909e3de9121,2024-09-08T00:00:00,1,Ростов,2511,Ольга,Лебедева,2,Молоко 5%,3,450
74,476966f3946a17aa4ce8906ed44a6726,2024-09-08T00:00:00,0,Москва,4001,Сергей,Иванов,2,Молоко 5%,2,300
75,025f5f7ccc720b6dc3dbebdf7e0a46f4,2024-09-08T00:00:00,2,Ярославль,314,Александра,Волкова,0,Молоко 1%,5,500
76,21b84b1bea19df1a6fcc2909e3de9121,2024-09-08T00:00:00,1,Ростов,2511,Ольга,Лебедева,2,Молоко 5%,3,450
